type	latency	desc	latencyEEG	latencylastEMGpoint
SB_Start_Beep	353520.432476	0_6_1	353.358000	353.520000
SB_Start_Beep	392990.209625	6_1_2	392.828000	392.990000
SB_Start_Beep	429876.001363	1_3_3	429.714000	429.876000
SB_Start_Beep	681639.872252	3_6_4	681.506000	681.639500
SB_Start_Beep	855295.683224	6_1_5	855.156000	855.295500
SB_Start_Beep	896469.060994	1_3_6	896.328000	896.469000
SB_Start_Beep	937994.450529	3_3_7	937.852000	937.994000
SB_Start_Beep	977343.767263	3_6_8	977.200000	977.343500
SB_Start_Beep	1016535.078709	6_1_9	1016.390000	1016.535000
SB_Start_Beep	1105596.058917	1_6_10	1105.448000	1105.596000
SB_Start_Beep	1144585.363591	6_1_11	1144.436000	1144.585000
SB_Start_Beep	1192082.952980	1_3_12	1191.932000	1192.082500
SB_Start_Beep	1231350.266969	3_6_13	1231.198000	1231.350000
SB_Start_Beep	1269203.533642	6_3_14	1269.050000	1269.203500
SB_Start_Beep	1307792.824931	3_1_15	1307.638000	1307.792500
SB_Start_Beep	1345576.089262	1_3_16	1345.420000	1345.576000
SB_Start_Beep	1384361.387109	3_6_17	1384.204000	1384.361000
SB_Start_Beep	1422080.649298	6_1_18	1421.922000	1422.080500
SB_Start_Beep	1459739.909467	1_6_19	1459.580000	1459.739500
SB_Start_Beep	1497407.169915	6_3_20	1497.246000	1497.407000
SB_Start_Beep	1535444.442733	3_1_21	1535.282000	1535.444000
SB_Start_Beep	1675721.136757	1_6_22	1675.554000	1675.721000
SB_Start_Beep	1715770.476902	6_3_23	1715.602000	1715.770000
SB_Start_Beep	1753935.754015	3_1_24	1753.766000	1753.935500
SB_Start_Beep	1790632.981993	1_6_25	1790.462000	1790.632500
SB_Start_Beep	1833211.050557	6_1_26	1832.968000	1833.211000
SB_Start_Beep	1873205.560935	1_3_27	1873.112000	1873.205500
SB_Start_Beep	1910895.014748	3_1_28	1910.796000	1910.895000
SB_Start_Beep	1948216.415241	1_6_29	1948.112000	1948.216000
SB_Start_Beep	1986525.958771	6_3_30	1986.416000	1986.525500
SB_Start_Beep	2024493.452812	3_1_31	2024.378000	2024.493000
SB_Start_Beep	2062857.004224	1_3_32	2062.736000	2062.857000
SB_Start_Beep	2100520.454207	3_6_33	2100.394000	2100.520000
SB_Start_Beep	2137871.859109	6_6_34	2137.740000	2137.871500
SB_Start_Beep	2175111.247805	6_1_35	2174.974000	2175.111000
SB_Start_Beep	2212876.712615	1_3_36	2212.734000	2212.876500
SB_Start_Beep	2250494.156009	3_6_37	2250.346000	2250.494000
SB_Start_Beep	2288063.592458	6_3_38	2287.910000	2288.063500
SB_Start_Beep	2325130.956196	3_1_39	2324.972000	2325.130500
SB_Start_Beep	2389678.296462	1_1_40	2389.510000	2389.678000
SB_Start_Beep	2426477.621488	1_3_41	2426.304000	2426.477500
SB_Start_Beep	2466141.360948	3_6_42	2465.962000	2466.141000
SB_Start_Beep	2522170.686969	6_6_43	2521.884000	2522.170500
SB_Start_Beep	2559198.833881	6_3_44	2558.912000	2559.198500
SB_Start_Beep	2600746.998727	3_1_45	2600.460000	2600.746500
SB_Start_Beep	2671983.281356	1_6_46	2671.696000	2671.983000
SB_Start_Beep	2711627.438647	6_1_47	2711.340000	2711.627000
SB_Start_Beep	2749513.588956	1_3_48	2749.226000	2749.513500
SB_Start_Beep	2786047.733909	3_6_49	2785.760000	2786.047500
SB_Start_Beep	2823811.883741	6_3_50	2823.524000	2823.811500
SB_Start_Beep	2862304.036455	3_1_51	2862.016000	2862.304000
SB_Start_Beep	2901764.193016	1_6_52	2901.476000	2901.764000
SB_Start_Beep	2938928.340468	6_3_53	2938.640000	2938.928000
SB_Start_Beep	2976390.489102	3_1_54	2976.102000	2976.390000
SB_Start_Beep	3014516.640364	1_3_55	3014.228000	3014.516500
SB_Start_Beep	3051996.789069	3_1_56	3051.708000	3051.996500
SB_Start_Beep	3088732.934823	1_6_57	3088.444000	3088.732500
SB_Start_Beep	3125405.080316	6_6_58	3125.116000	3125.405000
SB_Start_Beep	3163391.231029	6_1_59	3163.102000	3163.391000
SB_Start_Beep	3200745.379234	1_3_60	3200.456000	3200.745000
SB_Start_Beep	3238301.528235	3_6_61	3238.012000	3238.301500
SB_Start_Beep	3275507.675853	6_3_62	3275.218000	3275.507500
SB_Start_Beep	3312925.824313	3_1_63	3312.636000	3312.925500
SB_Start_Beep	3353639.985849	1_1_64	3353.350000	3353.639500
SB_Start_Beep	3391936.137786	1_6_65	3391.646000	3391.936000
SB_Start_Beep	3428620.283333	6_3_66	3428.330000	3428.620000
SB_Start_Beep	3465880.431165	3_6_67	3465.590000	3465.880000
SB_Start_Beep	3504624.584879	6_1_68	3504.334000	3504.624500
SB_Start_Beep	3541640.731744	1_3_69	3541.350000	3541.640500
SB_Start_Beep	3583264.896891	3_3_70	3582.974000	3583.264500
SB_Start_Beep	3621277.047700	3_6_71	3620.986000	3621.277000
